iter	Passed	Remaining
204	3806	181863
205	3823	181778
206	3838	181597
207	3853	181421
208	3867	181190
209	3883	181050
210	3898	180847
211	3914	180721
212	3929	180557
213	3944	180392
214	3960	180264
215	3975	180079
216	3996	180165
217	4012	180046
218	4028	179916
219	4043	179760
220	4058	179591
221	4073	179431
222	4090	179336
223	4105	179170
224	4120	179007
225	4138	178983
226	4153	178822
227	4168	178677
228	4186	178639
229	4203	178542
230	4221	178546
231	4238	178449
232	4254	178337
233	4270	178244
234	4286	178127
235	4303	178030
236	4320	177973
237	4336	177875
238	4352	177764
239	4368	177662
240	4384	177526
241	4400	177427
242	4418	177409
243	4435	177340
244	4451	177253
245	4467	177136
246	4482	176977
247	4497	176854
248	4512	176708
249	4527	176558
250	4542	176426
251	4560	176399
252	4574	176229
253	4590	176123
254	4605	176005
255	4624	176037
256	4642	176003
257	4658	175916
258	4674	175810
259	4689	175679
260	4704	175562
261	4721	175490
262	4739	175463
263	4756	175415
264	4773	175373
265	4791	175343
266	4807	175239
267	4825	175229
268	4844	175247
269	4861	175201
270	4876	175078
271	4893	175021
272	4908	174904
273	4923	174750
274	4938	174642
275	4954	174545
276	4971	174507
277	4987	174434
278	5003	174335
279	5019	174235
280	5038	174261
281	5054	174193
282	5070	174094
283	5085	173997
284	5101	173915
285	5117	173810
286	5133	173730
287	5149	173664
288	5165	173568
289	5182	173510
290	5197	173394
291	5213	173316
292	5228	173205
293	5248	173270
294	5263	173162
295	5280	173103
296	5296	173035
297	5312	172958
298	5327	172837
299	5342	172750
300	5358	172657
301	5375	172610
302	5391	172541
303	5406	172439
304	5422	172348
305	5439	172316
306	5457	172324
307	5474	172273
308	5489	172172
309	5506	172123
310	5521	172030
311	5536	171923
312	5551	171809
313	5566	171715
314	5583	171661
315	5600	171643
316	5616	171553
317	5631	171454
318	5648	171427
319	5667	171443
320	5684	171402
321	5700	171339
322	5716	171267
323	5731	171162
324	5745	171051
325	5761	170976
326	5778	170927
327	5795	170896
328	5811	170838
329	5827	170749
330	5842	170664
331	5857	170583
332	5875	170558
333	5891	170514
334	5908	170477
335	5924	170387
336	5941	170350
337	5956	170274
338	5972	170212
339	5987	170107
340	6002	170015
341	6016	169905
342	6031	169820
343	6046	169737
344	6061	169642
345	6079	169641
346	6097	169617
347	6114	169590
348	6130	169530
349	6146	169468
350	6162	169405
351	6178	169344
352	6193	169247
353	6208	169182
354	6224	169110
355	6239	169025
356	6254	168933
357	6271	168914
358	6292	168976
359	6311	169001
360	6326	168914
361	6341	168838
362	6356	168755
363	6372	168698
364	6388	168643
365	6403	168567
366	6421	168538
367	6436	168467
368	6453	168432
369	6467	168337
370	6484	168298
371	6503	168312
372	6520	168303
373	6537	168252
374	6553	168204
375	6567	168111
376	6583	168036
377	6599	167990
378	6616	167963
379	6633	167920
380	6647	167836
381	6663	167762
382	6678	167697
383	6696	167701
384	6716	167740
385	6734	167725
386	6750	167679
387	6766	167622
388	6782	167572
389	6797	167490
390	6813	167449
391	6829	167393
392	6846	167375
393	6861	167291
394	6875	167193
395	6890	167113
396	6906	167057
397	6924	167049
398	6944	167095
399	6959	167020
400	6975	166966
401	6989	166887
402	7005	166833
403	7020	166764
404	7038	166743
405	7054	166711
406	7070	166650
407	7085	166578
408	7100	166503
409	7117	166472
410	7137	166513
411	7154	166504
412	7170	166459
413	7186	166391
414	7203	166365
415	7218	166312
416	7233	166236
417	7248	166160
418	7264	166117
419	7280	166068
420	7296	166016
421	7312	165973
422	7328	165916
423	7346	165914
424	7365	165932
425	7380	165879
426	7396	165828
427	7413	165790
428	7429	165748
429	7444	165692
430	7460	165631
431	7476	165591
432	7491	165521
433	7507	165482
434	7524	165443
435	7539	165378
436	7559	165430
437	7577	165422
438	7592	165347
439	7608	165311
440	7623	165236
441	7637	165158
442	7652	165094
443	7667	165026
444	7683	164969
445	7698	164919
446	7715	164883
447	7732	164871
448	7748	164817
449	7769	164893
450	7785	164850
451	7802	164823
452	7818	164773
453	7834	164729
454	7849	164671
455	7865	164618
456	7880	164567
457	7898	164548
458	7913	164484
459	7928	164424
460	7944	164396
461	7960	164344
462	7978	164333
463	7997	164353
464	8011	164285
465	8026	164219
466	8042	164169
467	8057	164106
468	8071	164034
469	8087	163989
470	8103	163948
471	8118	163889
472	8134	163847
473	8149	163781
474	8165	163747
475	8184	163754
476	8202	163755
477	8219	163737
478	8234	163684
479	8251	163658
480	8267	163613
481	8283	163574
482	8298	163520
483	8314	163478
484	8330	163428
485	8345	163379
486	8360	163312
487	8375	163254
488	8396	163313
489	8412	163270
490	8428	163238
491	8443	163163
492	8460	163153
493	8476	163120
494	8491	163053
495	8508	163025
496	8523	162979
497	8539	162928
498	8553	162866
499	8569	162813
500	8585	162785
501	8604	162800
502	8619	162741
503	8636	162715
504	8651	162661
505	8667	162633
506	8682	162577
507	8696	162496
508	8712	162457
509	8729	162435
510	8745	162393
511	8760	162337
512	8776	162303
513	8792	162269
514	8811	162279
515	8829	162276
516	8845	162241
517	8860	162197
518	8876	162155
519	8892	162123
520	8908	162088
521	8924	162041
522	8941	162016
523	8957	161985
524	8973	161958
525	8989	161906
526	9005	161882
527	9023	161879
528	9040	161856
529	9056	161829
530	9073	161804
531	9089	161760
532	9105	161725
533	9121	161691
534	9137	161656
535	9154	161638
536	9169	161591
537	9185	161540
538	9200	161498
539	9216	161461
540	9237	161506
541	9254	161498
542	9271	161476
543	9286	161422
544	9302	161385
545	9318	161347
546	9334	161310
547	9349	161256
548	9365	161219
549	9381	161190
550	9397	161147
551	9412	161097
552	9427	161048
553	9447	161081
554	9463	161054
555	9479	161012
556	9493	160954
557	9508	160895
558	9523	160841
559	9538	160785
560	9553	160739
561	9569	160704
562	9585	160670
563	9601	160638
564	9616	160593
565	9632	160561
566	9653	160606
567	9671	160598
568	9688	160588
569	9705	160572
570	9725	160594
571	9744	160608
572	9761	160597
573	9782	160638
574	9800	160644
575	9818	160642
576	9835	160624
577	9853	160615
578	9871	160620
579	9890	160631
580	9909	160655
581	9926	160628
582	9942	160600
583	9959	160578
584	9977	160578
585	9996	160586
586	10014	160585
587	10030	160561
588	10049	160563
589	10069	160607
590	10091	160654
591	10109	160659
592	10127	160663
593	10144	160645
594	10161	160620
595	10179	160612
596	10196	160606
597	10212	160569
598	10232	160592
599	10251	160601
600	10269	160600
601	10290	160651
602	10308	160642
603	10324	160605
604	10340	160573
605	10356	160550
606	10377	160581
607	10394	160570
608	10412	160565
609	10429	160544
610	10445	160514
611	10461	160474
612	10479	160475
613	10497	160479
614	10515	160469
615	10533	160468
616	10553	160488
617	10569	160456
618	10585	160419
619	10601	160388
620	10619	160385
621	10637	160376
622	10652	160336
623	10670	160323
624	10689	160345
625	10710	160378
626	10728	160377
627	10746	160368
628	10761	160324
629	10777	160298
630	10794	160275
631	10810	160246
632	10825	160195
633	10841	160156
634	10855	160104
635	10872	160072
636	10890	160073
637	10908	160071
638	10923	160018
639	10937	159957
640	10953	159927
641	10968	159878
642	10985	159856
643	11000	159808
644	11015	159761
645	11030	159718
646	11045	159666
647	11061	159636
648	11077	159604
649	11094	159592
650	11111	159577
651	11126	159528
652	11142	159490
653	11157	159450
654	11173	159409
655	11188	159372
656	11204	159340
657	11220	159305
658	11236	159267
659	11251	159231
660	11266	159183
661	11282	159147
662	11301	159158
663	11318	159137
664	11333	159092
665	11348	159054
666	11366	159047
667	11382	159009
668	11397	158964
669	11413	158938
670	11428	158895
671	11445	158871
672	11460	158826
673	11476	158791
674	11491	158753
675	11510	158765
676	11525	158716
677	11540	158668
678	11556	158640
679	11572	158604
680	11589	158590
681	11605	158561
682	11621	158537
683	11636	158482
684	11652	158452
685	11667	158412
686	11684	158396
687	11704	158419
688	11726	158472
689	11743	158456
690	11758	158409
691	11772	158347
692	11788	158319
693	11803	158273
694	11817	158215
695	11832	158173
696	11847	158137
697	11863	158097
698	11877	158047
699	11892	157997
700	11908	157967
701	11927	157979
702	11944	157969
703	11960	157932
704	11975	157883
705	11989	157831
706	12004	157796
707	12019	157751
708	12034	157710
709	12049	157666
710	12064	157624
711	12079	157576
712	12096	157553
713	12113	157536
714	12129	157520
715	12148	157519
716	12163	157475
717	12179	157447
718	12195	157428
719	12212	157406
720	12228	157370
721	12242	157321
722	12256	157270
723	12272	157238
724	12287	157195
725	12302	157152
726	12317	157116
727	12337	157133
728	12355	157126
729	12370	157090
730	12385	157048
731	12400	156999
732	12416	156978
733	12432	156943
734	12449	156932
735	12465	156897
736	12480	156861
737	12495	156818
738	12511	156787
739	12528	156774
740	12549	156811
741	12565	156786
742	12579	156733
743	12593	156674
744	12608	156639
745	12624	156599
746	12641	156583
747	12655	156531
748	12669	156482
749	12685	156460
750	12702	156434
751	12717	156392
752	12733	156366
753	12753	156391
754	12770	156379
755	12786	156344
756	12800	156299
757	12815	156250
758	12829	156205
759	12845	156172
760	12860	156133
761	12875	156090
762	12889	156037
763	12904	155998
764	12920	155973
765	12938	155968
766	12955	155958
767	12974	155964
768	12989	155927
769	13004	155886
770	13019	155847
771	13035	155815
772	13051	155785
773	13066	155756
774	13083	155733
775	13097	155686
776	13113	155661
777	13129	155624
778	13143	155584
779	13160	155563
780	13180	155584
781	13196	155557
782	13212	155523
783	13227	155493
784	13242	155448
785	13258	155425
786	13273	155391
787	13288	155347
788	13303	155309
789	13319	155282
790	13335	155249
791	13349	155208
792	13367	155196
793	13385	155196
794	13402	155177
795	13416	155131
796	13432	155105
797	13446	155059
798	13462	155031
799	13478	155005
800	13494	154978
801	13509	154935
802	13527	154931
803	13543	154902
804	13561	154901
805	13578	154890
806	13595	154871
807	13612	154855
808	13629	154845
809	13644	154809
810	13659	154772
811	13678	154775
812	13696	154777
813	13712	154747
814	13729	154727
815	13745	154702
816	13761	154672
817	13778	154660
818	13796	154664
819	13811	154622
820	13826	154586
821	13840	154537
822	13855	154500
823	13870	154462
824	13885	154427
825	13901	154399
826	13917	154368
827	13932	154332
828	13947	154292
829	13962	154258
830	13978	154233
831	13997	154238
832	14015	154243
833	14034	154248
834	14054	154258
835	14071	154253
836	14088	154228
837	14105	154217
838	14123	154212
839	14138	154179
840	14153	154142
841	14173	154157
842	14205	154301
843	14227	154349
844	14244	154333
845	14261	154316
846	14279	154306
847	14298	154317
848	14315	154296
849	14329	154255
850	14344	154216
851	14358	154172
852	14373	154134
853	14390	154112
854	14408	154111
855	14427	154115
856	14441	154075
857	14456	154034
858	14471	153992
859	14487	153972
860	14503	153947
861	14519	153919
862	14535	153896
863	14550	153856
864	14564	153813
865	14579	153778
866	14598	153781
867	14615	153768
868	14630	153732
869	14645	153693
870	14661	153666
871	14679	153665
872	14694	153629
873	14709	153592
874	14724	153550
875	14738	153508
876	14755	153499
877	14770	153454
878	14786	153434
879	14803	153423
880	14821	153415
881	14836	153378
882	14852	153353
883	14867	153319
884	14883	153288
885	14898	153260
886	14914	153228
887	14928	153186
888	14945	153174
889	14961	153144
890	14975	153101
891	14990	153066
892	15011	153094
893	15030	153097
894	15046	153072
895	15063	153056
896	15079	153028
897	15094	152999
898	15109	152960
899	15124	152929
900	15139	152892
901	15155	152861
902	15172	152846
903	15188	152829
904	15205	152812
905	15222	152798
906	15240	152793
907	15255	152754
908	15272	152739
909	15286	152700
910	15302	152676
911	15320	152668
912	15335	152635
913	15351	152606
914	15366	152570
915	15381	152540
916	15397	152511
917	15415	152506
918	15433	152501
919	15449	152476
920	15464	152445
921	15482	152437
922	15497	152408
923	15513	152376
924	15528	152345
925	15542	152307
926	15557	152269
927	15572	152238
928	15588	152210
929	15604	152190
930	15631	152267
931	15649	152267
932	15667	152257
933	15680	152209
934	15697	152186
935	15711	152151
936	15726	152109
937	15741	152080
938	15755	152039
939	15770	151998
940	15784	151955
941	15800	151928
942	15814	151892
943	15833	151889
944	15850	151879
945	15865	151849
946	15880	151815
947	15895	151777
948	15912	151760
949	15926	151719
950	15941	151683
951	15957	151662
952	15972	151627
953	15986	151591
954	16002	151560
955	16017	151530
956	16034	151510
957	16053	151524
958	16071	151511
959	16086	151484
960	16102	151460
961	16119	151443
962	16134	151407
963	16149	151374
964	16166	151357
965	16180	151320
966	16195	151289
967	16214	151286
968	16229	151259
969	16248	151259
970	16264	151242
971	16280	151218
972	16297	151198
973	16312	151167
974	16329	151148
975	16343	151111
976	16358	151077
977	16372	151035
978	16387	151006
979	16405	150994
980	16419	150955
981	16436	150936
982	16456	150954
983	16473	150941
984	16488	150907
985	16503	150874
986	16518	150842
987	16535	150827
988	16551	150806
989	16567	150782
990	16584	150769
991	16601	150753
992	16616	150717
993	16633	150706
994	16648	150673
995	16665	150662
996	16683	150654
997	16697	150611
998	16712	150575
999	16727	150549
1000	16743	150526
1001	16758	150495
1002	16772	150453
1003	16788	150428
1004	16803	150398
1005	16819	150375
1006	16837	150365
1007	16854	150354
1008	16873	150352
1009	16890	150342
1010	16905	150306
1011	16920	150277
1012	16936	150257
1013	16953	150240
1014	16968	150211
1015	16983	150179
1016	16998	150147
1017	17014	150123
1018	17030	150098
1019	17047	150081
1020	17063	150059
1021	17080	150050
1022	17097	150034
1023	17112	150004
1024	17129	149988
1025	17143	149949
1026	17160	149933
1027	17175	149900
1028	17189	149865
1029	17203	149817
1030	17221	149813
1031	17242	149831
1032	17261	149841
1033	17285	149887
1034	17308	149919
1035	17328	149934
1036	17346	149933
1037	17366	149942
1038	17382	149914
1039	17398	149893
1040	17413	149860
1041	17428	149828
1042	17442	149790
1043	17459	149779
1044	17475	149753
1045	17490	149721
1046	17508	149719
1047	17524	149698
1048	17540	149667
1049	17556	149647
1050	17571	149620
1051	17587	149590
1052	17601	149551
1053	17615	149513
1054	17630	149487
1055	17647	149469
1056	17663	149445
1057	17682	149446
1058	17698	149426
1059	17715	149412
1060	17733	149404
1061	17751	149401
1062	17769	149391
1063	17785	149367
1064	17800	149337
1065	17815	149308
1066	17829	149270
1067	17845	149247
1068	17859	149208
1069	17875	149183
1070	17891	149159
1071	17908	149146
1072	17928	149160
1073	17951	149195
1074	17970	149196
1075	17992	149223
1076	18012	149231
1077	18036	149280
1078	18056	149291
1079	18075	149289
1080	18092	149274
1081	18107	149242
1082	18123	149222
1083	18142	149223
1084	18157	149194
1085	18173	149172
1086	18190	149154
1087	18206	149132
1088	18222	149110
1089	18237	149077
1090	18252	149045
1091	18267	149014
1092	18282	148983
1093	18297	148959
1094	18313	148929
1095	18331	148925
1096	18348	148913
1097	18364	148893
1098	18379	148862
1099	18395	148835
1100	18411	148814
1101	18427	148789
1102	18443	148766
1103	18458	148737
1104	18473	148707
1105	18487	148671
1106	18504	148653
1107	18519	148622
1108	18537	148615
1109	18553	148591
1110	18568	148562
1111	18582	148528
1112	18598	148502
1113	18615	148493
1114	18633	148481
1115	18649	148461
1116	18665	148435
1117	18679	148401
1118	18694	148371
1119	18711	148357
1120	18727	148334
1121	18747	148340
1122	18763	148323
1123	18778	148292
1124	18793	148261
1125	18809	148238
1126	18826	148226
1127	18843	148205
1128	18857	148169
1129	18873	148144
1130	18889	148126
1131	18904	148098
1132	18920	148076
1133	18935	148045
1134	18953	148037
1135	18972	148036
1136	18988	148017
1137	19006	148007
1138	19023	147995
1139	19040	147979
1140	19056	147960
1141	19071	147928
1142	19086	147899
1143	19101	147867
1144	19119	147860
1145	19135	147837
1146	19152	147829
1147	19172	147836
1148	19188	147811
1149	19203	147784
1150	19220	147772
1151	19237	147751
1152	19252	147724
1153	19267	147693
1154	19281	147660
1155	19296	147628
1156	19311	147597
1157	19326	147566
1158	19342	147545
1159	19362	147553
1160	19377	147526
1161	19392	147494
1162	19407	147469
1163	19422	147440
1164	19438	147418
1165	19454	147396
1166	19470	147371
1167	19485	147344
1168	19500	147311
1169	19517	147296
1170	19533	147275
1171	19549	147257
1172	19569	147261
1173	19586	147247
1174	19603	147231
1175	19617	147200
1176	19632	147171
1177	19650	147163
1178	19665	147133
1179	19680	147101
1180	19694	147070
1181	19710	147046
1182	19726	147023
1183	19742	147005
1184	19760	146993
1185	19778	146984
1186	19796	146978
1187	19812	146962
1188	19827	146928
1189	19844	146912
1190	19859	146888
1191	19876	146871
1192	19892	146850
1193	19907	146820
1194	19923	146797
1195	19938	146774
1196	19954	146752
1197	19972	146745
1198	19992	146747
1199	20008	146729
1200	20023	146701
1201	20040	146682
1202	20055	146654
1203	20072	146642
1204	20088	146619
1205	20104	146599
1206	20121	146583
1207	20135	146552
1208	20152	146535
1209	20168	146514
1210	20184	146491
1211	20213	146562
1212	20231	146556
1213	20247	146533
1214	20261	146502
1215	20276	146473
1216	20293	146457
1217	20309	146436
1218	20324	146406
1219	20338	146373
1220	20354	146349
1221	20369	146320
1222	20383	146284
1223	20403	146289
1224	20422	146293
1225	20439	146279
1226	20453	146245
1227	20469	146218
1228	20483	146186
1229	20499	146159
1230	20513	146130
1231	20529	146105
1232	20544	146074
1233	20558	146042
1234	20573	146014
1235	20591	146009
1236	20611	146011
1237	20629	146008
1238	20645	145985
1239	20660	145953
1240	20674	145923
1241	20690	145899
1242	20707	145885
1243	20724	145870
1244	20741	145856
1245	20755	145818
1246	20770	145795
1247	20786	145768
1248	20801	145742
1249	20819	145734
1250	20837	145731
1251	20854	145715
1252	20870	145694
1253	20885	145667
1254	20899	145632
1255	20915	145611
1256	20932	145593
1257	20946	145561
1258	20962	145538
1259	20978	145520
1260	20993	145491
1261	21009	145470
1262	21029	145477
1263	21047	145465
1264	21064	145450
1265	21080	145430
1266	21096	145413
1267	21112	145392
1268	21129	145373
1269	21146	145359
1270	21162	145339
1271	21178	145318
1272	21194	145297
1273	21210	145275
1274	21229	145277
1275	21249	145284
1276	21265	145260
1277	21281	145242
1278	21297	145217
1279	21312	145191
1280	21327	145164
1281	21343	145142
1282	21361	145134
1283	21376	145109
1284	21392	145086
1285	21408	145062
1286	21425	145050
1287	21444	145048
1288	21460	145025
1289	21476	145010
1290	21491	144980
1291	21506	144951
1292	21521	144925
1293	21537	144901
1294	21553	144885
1295	21572	144878
1296	21587	144856
1297	21604	144842
1298	21621	144827
1299	21640	144822
1300	21658	144815
1301	21676	144807
1302	21692	144787
1303	21708	144764
1304	21723	144742
1305	21740	144723
1306	21757	144711
1307	21773	144691
1308	21790	144674
1309	21805	144650
1310	21822	144634
1311	21838	144616
1312	21857	144614
1313	21876	144608
1314	21894	144600
1315	21910	144581
1316	21927	144569
1317	21943	144546
1318	21958	144522
1319	21977	144519
1320	21994	144506
1321	22011	144487
1322	22027	144467
1323	22046	144466
1324	22063	144452
1325	22080	144441
1326	22098	144431
1327	22114	144407
1328	22130	144392
1329	22146	144365
1330	22160	144335
1331	22176	144313
1332	22192	144294
1333	22209	144276
1334	22224	144253
1335	22241	144236
1336	22260	144235
1337	22277	144222
1338	22294	144207
1339	22311	144190
1340	22326	144167
1341	22341	144139
1342	22356	144113
1343	22372	144089
1344	22388	144069
1345	22405	144054
1346	22422	144040
1347	22438	144018
1348	22456	144014
1349	22472	143990
1350	22489	143979
1351	22504	143952
1352	22523	143945
1353	22538	143918
1354	22554	143899
1355	22571	143885
1356	22588	143870
1357	22603	143843
1358	22619	143820
1359	22638	143821
1360	22656	143810
1361	22674	143803
1362	22690	143782
1363	22706	143761
1364	22723	143747
1365	22740	143736
1366	22755	143705
1367	22771	143688
1368	22787	143664
1369	22804	143651
1370	22819	143624
1371	22835	143606
1372	22851	143585
1373	22870	143583
1374	22887	143567
1375	22903	143546
1376	22918	143517
1377	22936	143508
1378	22952	143492
1379	22968	143468
1380	22985	143452
1381	23000	143429
1382	23016	143411
1383	23031	143384
1384	23049	143371
1385	23065	143352
1386	23086	143365
1387	23104	143356
1388	23121	143340
1389	23137	143319
1390	23154	143305
1391	23169	143279
1392	23186	143261
1393	23202	143244
1394	23220	143234
1395	23237	143217
1396	23255	143212
1397	23271	143189
1398	23288	143178
1399	23306	143165
1400	23322	143149
1401	23337	143123
1402	23353	143102
1403	23371	143089
1404	23386	143068
1405	23403	143053
1406	23419	143031
1407	23436	143015
1408	23454	143004
1409	23470	142988
1410	23489	142986
1411	23510	142992
1412	23527	142976
1413	23546	142976
1414	23564	142969
1415	23581	142954
1416	23597	142933
1417	23613	142913
1418	23630	142897
1419	23646	142881
1420	23662	142857
1421	23678	142839
1422	23698	142843
1423	23717	142840
1424	23733	142818
1425	23748	142792
1426	23763	142765
1427	23781	142758
1428	23799	142745
1429	23814	142723
1430	23829	142696
1431	23845	142675
1432	23860	142649
1433	23876	142623
1434	23894	142615
1435	23913	142612
1436	23930	142599
1437	23947	142587
1438	23963	142563
1439	23979	142543
1440	23995	142526
1441	24013	142516
1442	24028	142486
1443	24042	142456
1444	24060	142445
1445	24075	142424
1446	24091	142402
1447	24109	142392
1448	24128	142389
1449	24144	142372
1450	24159	142345
1451	24173	142312
1452	24188	142283
1453	24205	142269
1454	24221	142248
1455	24236	142223
1456	24253	142206
1457	24267	142177
1458	24282	142152
1459	24298	142130
1460	24315	142114
1461	24333	142106
1462	24350	142091
1463	24365	142062
1464	24380	142040
1465	24396	142020
1466	24412	141998
1467	24429	141982
1468	24444	141958
1469	24459	141932
1470	24474	141906
1471	24490	141885
1472	24506	141865
1473	24522	141846
1474	24541	141843
1475	24558	141825
1476	24572	141797
1477	24588	141772
1478	24605	141757
1479	24620	141732
1480	24635	141707
1481	24650	141684
1482	24666	141662
1483	24682	141640
1484	24698	141621
1485	24713	141593
1486	24730	141582
1487	24751	141587
1488	24774	141611
1489	24789	141584
1490	24806	141567
1491	24823	141552
1492	24838	141526
1493	24853	141501
1494	24868	141477
1495	24885	141462
1496	24900	141434
1497	24917	141418
1498	24933	141402
1499	24951	141390
1500	24969	141384
1501	24985	141364
1502	25001	141344
1503	25018	141327
1504	25035	141311
1505	25051	141295
1506	25067	141271
1507	25082	141246
1508	25098	141227
1509	25114	141207
1510	25129	141179
1511	25146	141167
1512	25165	141163
1513	25182	141148
1514	25197	141124
1515	25214	141106
1516	25228	141077
1517	25244	141054
1518	25261	141043
1519	25276	141018
1520	25291	140992
1521	25306	140967
1522	25323	140950
1523	25339	140930
1524	25360	140939
1525	25378	140928
1526	25394	140911
1527	25410	140890
1528	25425	140861
1529	25439	140831
1530	25455	140810
1531	25471	140790
1532	25486	140767
1533	25502	140745
1534	25517	140717
1535	25535	140709
1536	25551	140688
1537	25571	140693
1538	25586	140669
1539	25603	140650
1540	25620	140636
1541	25635	140613
1542	25650	140589
1543	25667	140571
1544	25683	140553
1545	25698	140527
1546	25714	140505
1547	25730	140485
1548	25745	140460
1549	25762	140448
1550	25783	140454
1551	25800	140437
1552	25815	140415
1553	25832	140399
1554	25846	140369
1555	25863	140353
1556	25880	140339
1557	25897	140327
1558	25912	140298
1559	25928	140279
1560	25943	140257
1561	25960	140239
1562	25977	140226
1563	25998	140229
1564	26015	140216
1565	26031	140200
1566	26047	140175
1567	26063	140157
1568	26078	140135
1569	26095	140115
1570	26109	140089
1571	26126	140070
1572	26140	140043
1573	26157	140024
1574	26173	140009
1575	26189	139985
1576	26210	139993
1577	26227	139981
1578	26243	139960
1579	26258	139932
1580	26274	139913
1581	26290	139893
1582	26305	139867
1583	26320	139842
1584	26335	139819
1585	26350	139795
1586	26366	139771
1587	26382	139756
1588	26399	139737
1589	26417	139729
1590	26434	139713
1591	26449	139687
1592	26463	139662
1593	26481	139649
1594	26495	139621
1595	26511	139602
1596	26527	139581
1597	26544	139565
1598	26559	139539
1599	26574	139518
1600	26590	139494
1601	26606	139477
1602	26623	139462
1603	26642	139455
1604	26657	139431
1605	26673	139410
1606	26689	139392
1607	26705	139371
1608	26721	139352
1609	26736	139330
1610	26750	139300
1611	26766	139280
1612	26781	139251
1613	26796	139230
1614	26812	139211
1615	26831	139203
1616	26848	139189
1617	26866	139180
1618	26882	139159
1619	26897	139135
1620	26913	139114
1621	26929	139099
1622	26945	139078
1623	26961	139056
1624	26977	139038
1625	26993	139019
1626	27009	139000
1627	27027	138991
1628	27048	138997
1629	27066	138987
1630	27082	138965
1631	27097	138940
1632	27113	138923
1633	27130	138904
1634	27146	138885
1635	27161	138864
1636	27178	138849
1637	27195	138832
1638	27209	138804
1639	27225	138783
1640	27242	138768
1641	27262	138768
1642	27280	138758
1643	27295	138733
1644	27309	138707
1645	27325	138683
1646	27340	138660
1647	27356	138642
1648	27372	138621
1649	27389	138609
1650	27405	138588
1651	27420	138561
1652	27437	138546
1653	27454	138533
1654	27473	138528
1655	27490	138516
1656	27507	138501
1657	27524	138486
1658	27538	138458
1659	27556	138446
1660	27573	138429
1661	27588	138405
1662	27603	138381
1663	27619	138364
1664	27635	138344
1665	27652	138327
1666	27670	138316
1667	27689	138316
1668	27705	138295
