iter	Passed	Remaining
1669	27721	138273
1670	27738	138260
1671	27753	138237
1672	27769	138217
1673	27786	138201
1674	27802	138180
1675	27817	138157
1676	27831	138130
1677	27847	138108
1678	27862	138086
1679	27880	138075
1680	27900	138076
1681	27918	138066
1682	27935	138049
1683	27951	138032
1684	27967	138013
1685	27984	137996
1686	28000	137977
1687	28017	137964
1688	28032	137940
1689	28049	137924
1690	28066	137907
1691	28082	137889
1692	28099	137876
1693	28119	137874
1694	28135	137856
1695	28151	137837
1696	28167	137818
1697	28183	137799
1698	28199	137775
1699	28214	137754
1700	28230	137732
1701	28246	137716
1702	28261	137689
1703	28276	137665
1704	28293	137652
1705	28314	137653
1706	28331	137640
1707	28347	137623
1708	28363	137600
1709	28378	137578
1710	28393	137553
1711	28410	137538
1712	28426	137517
1713	28443	137502
1714	28458	137480
1715	28476	137469
1716	28492	137452
1717	28512	137449
1718	28531	137446
1719	28547	137427
1720	28562	137404
1721	28578	137384
1722	28593	137360
1723	28611	137348
1724	28626	137322
1725	28641	137302
1726	28656	137278
1727	28672	137254
1728	28687	137230
1729	28704	137219
1730	28723	137213
1731	28740	137199
1732	28757	137185
1733	28787	137230
1734	28805	137221
1735	28822	137204
1736	28839	137190
1737	28855	137169
1738	28872	137156
1739	28889	137142
1740	28905	137120
1741	28921	137105
1742	28941	137101
1743	28957	137082
1744	28972	137057
1745	28988	137041
1746	29003	137016
1747	29019	136996
1748	29035	136977
1749	29053	136964
1750	29071	136957
1751	29086	136933
1752	29101	136908
1753	29117	136890
1754	29135	136876
1755	29152	136862
1756	29167	136841
1757	29183	136820
1758	29200	136807
1759	29219	136800
1760	29239	136801
1761	29256	136786
1762	29270	136758
1763	29285	136734
1764	29301	136714
1765	29316	136688
1766	29335	136685
1767	29353	136672
1768	29368	136650
1769	29385	136635
1770	29401	136616
1771	29416	136592
1772	29432	136570
1773	29450	136561
1774	29465	136539
1775	29482	136522
1776	29499	136507
1777	29517	136496
1778	29535	136489
1779	29552	136472
1780	29568	136453
1781	29584	136432
1782	29599	136408
1783	29615	136392
1784	29632	136373
1785	29649	136359
1786	29665	136342
1787	29680	136318
1788	29696	136296
1789	29711	136276
1790	29730	136270
1791	29748	136258
1792	29764	136237
1793	29779	136217
1794	29795	136195
1795	29810	136170
1796	29826	136155
1797	29841	136129
1798	29857	136108
1799	29875	136100
1800	29891	136078
1801	29907	136061
1802	29923	136041
1803	29942	136035
1804	29959	136020
1805	29977	136010
1806	29992	135987
1807	30008	135966
1808	30024	135950
1809	30039	135924
1810	30057	135914
1811	30109	136059
1812	30138	136097
1813	30172	136157
1814	30189	136144
1815	30205	136125
1816	30230	136147
1817	30250	136141
1818	30271	136147
1819	30289	136135
1820	30306	136122
1821	30331	136142
1822	30351	136139
1823	30370	136135
1824	30388	136124
1825	30405	136107
1826	30424	136102
1827	30443	136095
1828	30464	136097
1829	30483	136092
1830	30501	136083
1831	30523	136091
1832	30542	136084
1833	30563	136087
1834	30584	136090
1835	30604	136087
1836	30623	136080
1837	30641	136070
1838	30659	136060
1839	30678	136050
1840	30698	136051
1841	30719	136051
1842	30737	136041
1843	30755	136033
1844	30775	136030
1845	30797	136036
1846	30819	136040
1847	30837	136030
1848	30854	136018
1849	30873	136012
1850	30890	135996
1851	30909	135989
1852	30931	135994
1853	30951	135993
1854	30976	136011
1855	30994	136001
1856	31016	136008
1857	31036	136007
1858	31055	136000
1859	31074	135992
1860	31092	135982
1861	31113	135983
1862	31132	135977
1863	31153	135976
1864	31173	135976
1865	31190	135960
1866	31210	135960
1867	31230	135957
1868	31247	135942
1869	31265	135931
1870	31283	135917
1871	31300	135904
1872	31320	135902
1873	31337	135883
1874	31352	135862
1875	31369	135846
1876	31387	135834
1877	31406	135825
1878	31426	135826
1879	31447	135827
1880	31467	135823
1881	31483	135805
1882	31503	135802
1883	31523	135799
1884	31543	135797
1885	31559	135774
1886	31575	135758
1887	31592	135740
1888	31609	135726
1889	31629	135724
1890	31651	135726
1891	31668	135713
1892	31685	135698
1893	31702	135682
1894	31719	135666
1895	31738	135658
1896	31755	135644
1897	31773	135632
1898	31792	135624
1899	31810	135614
1900	31828	135602
1901	31852	135615
1902	31874	135621
1903	31895	135621
1904	31913	135610
1905	31931	135600
1906	31949	135587
1907	31973	135602
1908	31990	135585
1909	32006	135568
1910	32026	135565
1911	32048	135567
1912	32066	135559
1913	32086	135554
1914	32104	135542
1915	32120	135524
1916	32138	135510
1917	32155	135495
1918	32173	135482
1919	32189	135464
1920	32208	135458
1921	32227	135450
1922	32245	135437
1923	32273	135467
1924	32293	135466
1925	32311	135454
1926	32328	135438
1927	32348	135434
1928	32368	135430
1929	32386	135417
1930	32404	135406
1931	32421	135391
1932	32437	135373
1933	32458	135372
1934	32478	135368
1935	32497	135362
1936	32514	135344
1937	32535	135344
1938	32551	135324
1939	32568	135309
1940	32584	135290
1941	32601	135273
1942	32617	135256
1943	32633	135235
1944	32652	135227
1945	32673	135227
1946	32692	135221
1947	32712	135214
1948	32729	135200
1949	32746	135185
1950	32763	135167
1951	32783	135163
1952	32805	135168
1953	32826	135169
1954	32845	135160
1955	32863	135151
1956	32887	135161
1957	32905	135150
1958	32925	135147
1959	32944	135141
1960	32964	135135
1961	32982	135122
1962	32999	135105
1963	33017	135095
1964	33033	135077
1965	33051	135065
1966	33068	135048
1967	33090	135052
1968	33109	135046
1969	33128	135034
1970	33146	135023
1971	33164	135012
1972	33183	135004
1973	33204	135005
1974	33224	135002
1975	33242	134988
1976	33261	134979
1977	33278	134962
1978	33298	134959
1979	33316	134946
1980	33332	134930
1981	33351	134920
1982	33369	134906
1983	33385	134886
1984	33405	134885
1985	33424	134876
1986	33445	134877
1987	33462	134858
1988	33481	134850
1989	33498	134836
1990	33519	134834
1991	33535	134815
1992	33552	134797
1993	33571	134789
1994	33590	134783
1995	33608	134770
1996	33626	134760
1997	33644	134744
1998	33661	134730
1999	33681	134725
2000	33703	134731
2001	33725	134733
2002	33741	134713
2003	33757	134693
2004	33776	134684
2005	33794	134672
2006	33814	134668
2007	33833	134661
2008	33853	134654
2009	33869	134634
2010	33887	134621
2011	33909	134624
2012	33928	134618
2013	33945	134604
2014	33963	134588
2015	33981	134575
2016	33997	134556
2017	34014	134541
2018	34034	134534
2019	34050	134515
2020	34067	134501
2021	34084	134484
2022	34108	134494
2023	34131	134501
2024	34149	134491
2025	34169	134483
2026	34187	134472
2027	34204	134456
2028	34223	134446
2029	34239	134429
2030	34256	134409
2031	34273	134395
2032	34290	134378
2033	34308	134364
2034	34327	134356
2035	34346	134349
2036	34369	134356
2037	34388	134349
2038	34406	134334
2039	34423	134318
2040	34444	134316
2041	34463	134310
2042	34481	134297
2043	34498	134282
2044	34515	134264
2045	34535	134260
2046	34554	134249
2047	34571	134234
2048	34592	134234
2049	34613	134232
2050	34631	134221
2051	34647	134201
2052	34665	134186
2053	34682	134169
2054	34700	134160
2055	34718	134144
2056	34737	134135
2057	34756	134127
2058	34772	134109
2059	34791	134098
2060	34809	134085
2061	34826	134068
2062	34845	134062
2063	34865	134058
2064	34885	134049
2065	34902	134036
2066	34921	134025
2067	34939	134014
2068	34960	134010
2069	34977	133995
2070	34994	133978
2071	35010	133960
2072	35027	133944
2073	35044	133925
2074	35063	133916
2075	35078	133894
2076	35095	133875
2077	35112	133858
2078	35127	133834
2079	35146	133826
2080	35164	133815
2081	35183	133803
2082	35198	133779
2083	35213	133755
2084	35229	133735
2085	35244	133712
2086	35260	133693
2087	35278	133678
2088	35293	133657
2089	35308	133631
2090	35322	133605
2091	35337	133581
2092	35365	133606
2093	35385	133601
2094	35401	133578
2095	35417	133560
2096	35434	133542
2097	35449	133519
2098	35465	133498
2099	35480	133473
2100	35498	133460
2101	35514	133440
2102	35530	133420
2103	35546	133402
2104	35566	133395
2105	35584	133383
2106	35601	133367
2107	35617	133344
2108	35632	133322
2109	35648	133301
2110	35664	133279
2111	35679	133256
2112	35696	133240
2113	35711	133216
2114	35726	133191
2115	35741	133170
2116	35758	133152
2117	35780	133154
2118	35800	133151
2119	35815	133126
2120	35831	133104
2121	35846	133082
2122	35862	133062
2123	35878	133039
2124	35893	133015
2125	35908	132994
2126	35925	132977
2127	35941	132955
2128	35958	132938
2129	35974	132919
2130	35993	132910
2131	36010	132893
2132	36026	132874
2133	36043	132858
2134	36062	132847
2135	36079	132830
2136	36096	132816
2137	36116	132811
2138	36134	132798
2139	36154	132792
2140	36175	132789
2141	36194	132778
2142	36209	132758
2143	36228	132746
2144	36245	132730
2145	36262	132714
2146	36279	132698
2147	36296	132681
2148	36313	132663
2149	36329	132644
2150	36349	132638
2151	36366	132623
2152	36383	132606
2153	36404	132602
2154	36423	132596
2155	36441	132581
2156	36458	132566
2157	36477	132556
2158	36495	132543
2159	36513	132530
2160	36530	132515
2161	36550	132508
2162	36570	132504
2163	36592	132504
2164	36615	132511
2165	36636	132508
2166	36657	132503
2167	36674	132486
2168	36692	132474
2169	36710	132462
2170	36728	132450
2171	36748	132441
2172	36765	132427
2173	36783	132414
2174	36802	132403
2175	36822	132399
2176	36840	132386
2177	36859	132375
2178	36875	132356
2179	36894	132347
2180	36911	132331
2181	36929	132316
2182	36947	132303
2183	36966	132293
2184	36986	132289
2185	37006	132280
2186	37024	132268
2187	37043	132258
2188	37060	132244
2189	37077	132226
2190	37094	132207
2191	37110	132188
2192	37130	132182
2193	37147	132167
2194	37166	132158
2195	37187	132152
2196	37205	132140
2197	37227	132142
2198	37247	132136
2199	37265	132124
2200	37286	132120
2201	37305	132109
2202	37323	132097
2203	37339	132076
2204	37354	132054
2205	37370	132034
2206	37387	132018
2207	37403	131996
2208	37419	131977
2209	37437	131962
2210	37454	131944
2211	37469	131921
2212	37485	131901
2213	37502	131884
2214	37516	131859
2215	37532	131837
2216	37547	131815
2217	37563	131792
2218	37577	131765
2219	37592	131744
2220	37607	131719
2221	37624	131701
2222	37642	131690
2223	37658	131669
2224	37674	131648
2225	37689	131624
2226	37706	131607
2227	37722	131590
2228	37737	131566
2229	37754	131546
2230	37771	131531
2231	37790	131522
2232	37808	131509
2233	37827	131498
2234	37846	131490
2235	37863	131472
2236	37879	131453
2237	37898	131440
2238	37916	131428
2239	37931	131405
2240	37946	131383
2241	37961	131359
2242	37977	131339
2243	37994	131319
2244	38008	131294
2245	38027	131283
2246	38046	131273
2247	38062	131255
2248	38077	131232
2249	38092	131207
2250	38108	131187
2251	38125	131170
2252	38140	131146
2253	38156	131128
2254	38172	131106
2255	38188	131087
2256	38204	131065
2257	38221	131051
2258	38251	131078
2259	38270	131068
2260	38286	131047
2261	38302	131027
2262	38317	131005
2263	38334	130986
2264	38349	130964
2265	38365	130943
2266	38384	130932
2267	38399	130910
2268	38417	130896
2269	38434	130879
2270	38452	130868
2271	38469	130850
2272	38484	130827
2273	38499	130802
2274	38516	130786
2275	38533	130771
2276	38550	130753
2277	38565	130731
2278	38582	130714
2279	38598	130693
2280	38615	130677
2281	38631	130657
2282	38650	130647
2283	38667	130629
2284	38684	130612
2285	38699	130590
2286	38716	130573
2287	38732	130552
2288	38750	130538
2289	38765	130517
2290	38782	130499
2291	38797	130475
2292	38812	130453
2293	38829	130434
2294	38845	130415
2295	38863	130403
2296	38881	130390
2297	38900	130378
2298	38915	130357
2299	38931	130336
2300	38950	130325
2301	38966	130306
2302	38982	130285
2303	38998	130265
2304	39015	130249
2305	39030	130227
2306	39046	130205
2307	39062	130187
2308	39080	130173
2309	39096	130153
2310	39113	130136
2311	39128	130113
2312	39146	130097
2313	39165	130087
2314	39180	130066
2315	39195	130043
2316	39211	130021
2317	39225	129996
2318	39240	129973
2319	39256	129951
2320	39275	129941
2321	39292	129926
2322	39308	129907
2323	39324	129886
2324	39340	129866
2325	39356	129844
2326	39371	129824
2327	39388	129807
2328	39403	129782
2329	39419	129763
2330	39434	129741
2331	39449	129717
2332	39465	129696
2333	39484	129686
2334	39501	129670
2335	39517	129649
2336	39531	129624
2337	39546	129600
2338	39562	129579
2339	39577	129556
2340	39593	129536
2341	39608	129514
2342	39623	129492
2343	39640	129472
2344	39655	129452
2345	39671	129432
2346	39690	129420
2347	39707	129403
2348	39723	129385
2349	39738	129360
2350	39753	129339
2351	39769	129318
2352	39787	129303
2353	39803	129286
2354	39819	129266
2355	39836	129248
2356	39853	129233
2357	39869	129212
2358	39885	129193
2359	39903	129179
2360	39920	129163
2361	39936	129142
2362	39952	129121
2363	39969	129104
2364	39983	129081
2365	40000	129064
2366	40017	129045
2367	40033	129025
2368	40047	129000
2369	40063	128979
2370	40078	128957
2371	40098	128950
2372	40115	128934
2373	40131	128914
2374	40145	128889
2375	40160	128866
2376	40176	128845
2377	40193	128827
2378	40208	128806
2379	40224	128785
2380	40239	128761
2381	40255	128743
2382	40271	128724
2383	40287	128704
2384	40306	128692
2385	40323	128676
2386	40339	128657
2387	40356	128639
2388	40372	128619
2389	40387	128598
2390	40403	128578
2391	40419	128557
2392	40434	128535
2393	40449	128511
2394	40464	128489
2395	40480	128469
2396	40497	128451
2397	40516	128443
2398	40534	128430
2399	40549	128406
2400	40564	128383
2401	40578	128357
2402	40593	128335
2403	40610	128317
2404	40627	128300
2405	40643	128281
2406	40659	128262
2407	40674	128239
2408	40691	128223
2409	40707	128202
2410	40725	128188
2411	40744	128178
2412	40759	128157
2413	40776	128141
2414	40792	128120
2415	40808	128099
2416	40823	128079
2417	40840	128061
2418	40857	128045
2419	40873	128025
2420	40889	128006
2421	40905	127986
2422	40934	128008
2423	40953	127995
2424	40968	127973
2425	40985	127957
2426	41000	127933
2427	41015	127911
2428	41030	127889
2429	41049	127879
2430	41064	127856
2431	41081	127838
2432	41098	127821
2433	41115	127807
2434	41135	127799
2435	41151	127780
2436	41169	127764
2437	41184	127742
2438	41199	127720
2439	41215	127700
2440	41230	127677
2441	41244	127651
2442	41261	127635
2443	41277	127615
2444	41292	127594
2445	41308	127572
2446	41323	127551
2447	41342	127540
2448	41360	127526
2449	41377	127510
2450	41393	127490
2451	41410	127473
2452	41427	127456
2453	41442	127434
2454	41457	127411
2455	41473	127392
2456	41489	127372
2457	41503	127348
2458	41519	127326
2459	41535	127309
2460	41554	127298
2461	41570	127279
2462	41586	127259
2463	41602	127238
2464	41616	127214
2465	41632	127192
2466	41648	127173
2467	41663	127152
2468	41679	127130
2469	41695	127111
2470	41710	127089
2471	41725	127067
2472	41741	127046
2473	41759	127034
2474	41777	127021
2475	41794	127004
2476	41811	126986
2477	41826	126965
2478	41843	126949
2479	41859	126929
2480	41875	126910
2481	41891	126889
2482	41908	126874
2483	41924	126854
2484	41940	126832
2485	41956	126813
2486	41974	126802
2487	41991	126785
2488	42006	126762
2489	42021	126738
2490	42036	126716
2491	42052	126697
2492	42068	126677
2493	42084	126658
2494	42100	126637
2495	42116	126620
2496	42132	126600
2497	42148	126580
2498	42166	126566
2499	42184	126553
2500	42199	126532
2501	42216	126513
2502	42231	126492
2503	42247	126471
2504	42261	126448
2505	42276	126423
2506	42291	126401
2507	42306	126380
2508	42323	126363
2509	42338	126342
2510	42354	126322
2511	42374	126314
2512	42391	126297
2513	42407	126276
2514	42423	126258
2515	42440	126240
2516	42455	126218
2517	42470	126195
2518	42486	126177
2519	42501	126155
2520	42516	126133
2521	42534	126120
2522	42550	126099
2523	42565	126077
2524	42585	126069
2525	42601	126050
2526	42615	126026
2527	42632	126009
2528	42648	125987
2529	42663	125967
2530	42679	125946
2531	42694	125926
2532	42709	125902
2533	42725	125884
2534	42741	125864
2535	42757	125843
2536	42772	125822
2537	42793	125816
2538	42809	125799
2539	42826	125781
2540	42843	125765
2541	42859	125745
2542	42875	125725
2543	42891	125706
2544	42906	125683
2545	42921	125662
2546	42937	125643
2547	42953	125623
2548	42969	125603
2549	42985	125585
2550	43005	125577
2551	43022	125560
2552	43039	125545
2553	43057	125530
2554	43074	125513
2555	43089	125492
2556	43105	125472
2557	43121	125452
2558	43137	125434
2559	43153	125413
2560	43170	125398
2561	43186	125379
2562	43203	125363
2563	43223	125353
2564	43238	125333
2565	43254	125312
2566	43270	125293
2567	43284	125270
2568	43300	125248
2569	43316	125230
2570	43332	125210
2571	43348	125191
2572	43364	125172
2573	43380	125154
2574	43397	125135
2575	43424	125149
2576	43442	125134
2577	43458	125114
2578	43473	125092
2579	43490	125077
2580	43504	125053
2581	43519	125031
2582	43535	125010
2583	43550	124989
2584	43567	124971
2585	43583	124952
2586	43599	124932
2587	43615	124914
2588	43632	124897
2589	43651	124885
2590	43668	124869
2591	43685	124853
2592	43702	124838
2593	43718	124817
2594	43733	124796
2595	43749	124777
2596	43767	124764
2597	43782	124742
2598	43799	124724
2599	43818	124713
2600	43836	124701
2601	43853	124683
2602	43868	124662
2603	43884	124641
2604	43899	124620
2605	43914	124599
2606	43930	124579
2607	43947	124562
2608	43964	124545
2609	43979	124523
2610	43994	124502
2611	44012	124487
2612	44031	124476
2613	44048	124460
2614	44064	124442
2615	44080	124423
2616	44095	124399
2617	44111	124382
2618	44127	124361
2619	44141	124338
2620	44157	124317
2621	44171	124292
2622	44186	124271
2623	44201	124248
2624	44218	124232
2625	44238	124224
2626	44255	124209
2627	44271	124188
2628	44288	124174
2629	44304	124154
2630	44320	124135
2631	44335	124112
2632	44350	124091
2633	44366	124070
2634	44383	124054
2635	44400	124039
2636	44415	124015
2637	44432	123999
2638	44452	123991
2639	44470	123977
2640	44485	123957
2641	44500	123933
2642	44514	123911
2643	44530	123889
2644	44547	123875
2645	44563	123853
2646	44580	123837
2647	44594	123814
2648	44610	123793
2649	44627	123777
2650	44644	123760
2651	44665	123756
2652	44682	123738
2653	44698	123721
2654	44714	123702
2655	44730	123682
2656	44746	123664
2657	44762	123643
2658	44778	123624
2659	44794	123605
2660	44809	123584
2661	44825	123566
2662	44842	123547
2663	44860	123535
2664	44878	123521
2665	44895	123504
2666	44910	123482
2667	44927	123467
2668	44944	123451
2669	44962	123437
2670	44978	123417
2671	44994	123398
2672	45010	123378
2673	45025	123357
2674	45042	123340
2675	45059	123325
2676	45079	123314
2677	45096	123298
2678	45111	123278
2679	45126	123256
2680	45143	123240
2681	45160	123221
2682	45175	123201
2683	45190	123179
2684	45204	123155
2685	45220	123134
2686	45235	123113
2687	45252	123097
2688	45272	123089
2689	45290	123075
2690	45306	123055
2691	45321	123033
2692	45337	123014
2693	45352	122994
2694	45368	122975
2695	45384	122954
2696	45399	122934
2697	45415	122913
2698	45430	122894
2699	45445	122871
2700	45461	122851
2701	45481	122844
2702	45498	122826
2703	45514	122807
2704	45529	122785
2705	45546	122770
2706	45562	122750
2707	45577	122730
2708	45594	122713
2709	45611	122696
2710	45627	122677
2711	45642	122655
2712	45658	122636
2713	45674	122616
2714	45693	122607
2715	45711	122594
2716	45727	122572
2717	45744	122556
2718	45760	122537
2719	45774	122513
2720	45791	122498
2721	45808	122480
2722	45824	122462
2723	45841	122445
2724	45857	122425
2725	45873	122409
2726	45890	122392
2727	45919	122407
2728	45936	122390
2729	45953	122373
2730	45969	122353
2731	45984	122333
2732	46000	122314
2733	46015	122292
2734	46030	122270
2735	46046	122252
2736	46063	122234
2737	46078	122213
2738	46097	122202
2739	46114	122187
2740	46132	122171
2741	46147	122151
2742	46163	122131
2743	46179	122111
2744	46194	122091
2745	46210	122073
2746	46226	122053
2747	46243	122036
2748	46259	122016
2749	46275	121998
2750	46293	121984
2751	46314	121978
2752	46330	121960
2753	46345	121939
2754	46362	121921
2755	46377	121902
2756	46393	121882
2757	46409	121861
2758	46424	121841
2759	46441	121826
2760	46457	121804
2761	46473	121786
2762	46489	121768
2763	46504	121746
2764	46524	121737
2765	46541	121722
2766	46558	121704
2767	46573	121682
2768	46588	121661
2769	46604	121642
2770	46619	121621
2771	46636	121604
2772	46652	121585
2773	46667	121565
2774	46685	121550
2775	46702	121533
2776	46717	121513
2777	46737	121503
2778	46753	121485
2779	46769	121467
2780	46785	121447
2781	46801	121429
2782	46818	121412
2783	46834	121391
2784	46851	121377
2785	46866	121354
2786	46881	121332
2787	46895	121309
2788	46910	121288
2789	46926	121268
2790	46948	121266
2791	46965	121249
2792	46982	121232
2793	46997	121210
2794	47014	121193
2795	47030	121175
2796	47045	121154
2797	47063	121139
2798	47079	121122
2799	47096	121104
2800	47112	121086
2801	47129	121068
2802	47146	121053
2803	47164	121040
2804	47180	121021
2805	47196	121002
2806	47213	120984
2807	47229	120966
2808	47244	120945
2809	47260	120926
2810	47277	120910
2811	47292	120888
2812	47308	120868
2813	47324	120851
2814	47338	120827
2815	47358	120816
2816	47375	120800
2817	47390	120780
2818	47406	120761
2819	47421	120740
2820	47437	120719
2821	47453	120701
2822	47470	120684
2823	47487	120670
2824	47504	120653
2825	47519	120631
2826	47534	120609
2827	47551	120594
2828	47571	120583
2829	47588	120568
2830	47604	120550
2831	47620	120531
2832	47637	120515
2833	47653	120496
2834	47668	120474
2835	47684	120456
2836	47700	120436
2837	47715	120416
2838	47731	120395
2839	47747	120376
2840	47764	120360
2841	47785	120355
2842	47802	120337
2843	47818	120320
2844	47833	120298
2845	47848	120278
2846	47864	120258
2847	47880	120239
2848	47896	120221
2849	47911	120199
2850	47928	120182
2851	47944	120163
2852	47959	120141
2853	47974	120122
2854	47995	120115
2855	48012	120098
2856	48029	120081
2857	48045	120062
2858	48060	120042
2859	48077	120025
2860	48091	120002
2861	48109	119987
2862	48124	119966
2863	48140	119947
2864	48155	119926
2865	48170	119905
2866	48188	119890
2867	48216	119902
2868	48234	119889
2869	48250	119868
2870	48269	119857
2871	48285	119838
2872	48301	119821
2873	48319	119805
2874	48335	119787
2875	48349	119764
2876	48366	119747
2877	48382	119729
2878	48397	119707
2879	48417	119698
2880	48434	119681
2881	48448	119658
2882	48464	119640
2883	48480	119621
2884	48496	119601
2885	48511	119581
2886	48528	119565
2887	48545	119547
2888	48561	119528
2889	48575	119505
2890	48590	119485
2891	48607	119467
2892	48627	119459
2893	48645	119446
2894	48662	119429
2895	48678	119410
2896	48693	119389
2897	48710	119372
2898	48725	119351
2899	48741	119333
2900	48758	119316
2901	48774	119298
2902	48789	119276
2903	48804	119253
2904	48818	119231
2905	48837	119219
2906	48853	119201
2907	48868	119179
2908	48883	119159
2909	48898	119138
2910	48915	119120
2911	48930	119101
2912	48947	119083
2913	48964	119066
2914	48979	119045
2915	48994	119026
2916	49011	119009
2917	49029	118995
2918	49048	118983
2919	49066	118969
2920	49085	118956
2921	49100	118936
2922	49117	118920
2923	49133	118900
2924	49150	118885
2925	49166	118865
2926	49181	118846
2927	49196	118824
2928	49211	118803
2929	49229	118788
2930	49248	118777
2931	49267	118765
2932	49281	118742
2933	49296	118722
2934	49311	118700
2935	49327	118681
2936	49343	118663
2937	49358	118641
2938	49374	118623
2939	49390	118603
2940	49406	118585
2941	49421	118564
2942	49439	118550
2943	49456	118535
2944	49474	118519
2945	49489	118499
2946	49505	118480
2947	49522	118463
2948	49536	118441
2949	49551	118419
2950	49567	118401
2951	49583	118382
2952	49600	118366
2953	49615	118345
2954	49632	118328
2955	49652	118320
2956	49670	118305
2957	49687	118288
2958	49702	118267
2959	49717	118247
2960	49732	118226
2961	49748	118208
2962	49765	118191
2963	49782	118174
2964	49799	118159
2965	49815	118139
2966	49831	118120
2967	49847	118101
2968	49865	118087
2969	49881	118070
2970	49898	118052
2971	49913	118031
2972	49927	118009
2973	49942	117987
2974	49956	117965
2975	49972	117945
2976	49988	117927
2977	50004	117908
2978	50019	117888
2979	50037	117873
2980	50055	117858
2981	50073	117844
2982	50088	117825
2983	50104	117805
2984	50119	117783
2985	50136	117768
2986	50150	117746
2987	50167	117728
2988	50181	117705
2989	50196	117685
2990	50213	117667
2991	50227	117646
2992	50245	117632
2993	50265	117622
2994	50283	117608
2995	50299	117590
2996	50315	117570
2997	50330	117550
2998	50346	117530
2999	50361	117510
3000	50376	117489
3001	50392	117470
3002	50409	117453
3003	50425	117436
3004	50440	117415
3005	50455	117394
3006	50483	117403
3007	50501	117388
3008	50517	117371
3009	50534	117354
3010	50551	117338
3011	50566	117317
3012	50583	117300
3013	50599	117280
3014	50615	117262
3015	50632	117246
3016	50649	117231
3017	50665	117212
3018	50684	117201
3019	50701	117184
3020	50716	117164
3021	50734	117148
3022	50750	117131
3023	50765	117110
3024	50779	117087
3025	50794	117065
3026	50809	117044
3027	50825	117025
3028	50843	117011
3029	50858	116991
3030	50874	116973
3031	50893	116960
3032	50910	116944
3033	50926	116926
3034	50943	116909
3035	50960	116893
3036	50977	116876
3037	50994	116861
3038	51013	116848
3039	51029	116830
3040	51049	116821
3041	51067	116807
3042	51086	116794
3043	51106	116784
3044	51121	116766
3045	51136	116745
3046	51152	116725
3047	51169	116708
3048	51187	116696
3049	51206	116683
3050	51226	116673
3051	51242	116655
3052	51261	116643
3053	51280	116631
3054	51297	116615
3055	51319	116610
3056	51335	116591
3057	51350	116572
3058	51367	116553
3059	51383	116537
3060	51399	116518
3061	51414	116497
3062	51429	116476
3063	51444	116456
3064	51462	116441
3065	51479	116424
3066	51494	116404
3067	51513	116391
3068	51536	116388
3069	51554	116374
3070	51571	116358
3071	51590	116348
3072	51607	116331
3073	51626	116319
3074	51646	116308
3075	51661	116288
3076	51678	116271
3077	51695	116256
3078	51712	116239
3079	51729	116222
3080	51750	116215
3081	51767	116198
3082	51785	116185
3083	51803	116171
3084	51819	116154
3085	51837	116139
3086	51856	116126
3087	51874	116113
3088	51893	116102
3089	51910	116084
3090	51926	116066
3091	51946	116056
3092	51962	116038
3093	51979	116020
3094	51997	116007
3095	52015	115993
3096	52032	115977
3097	52049	115959
3098	52065	115940
3099	52083	115928
3100	52101	115913
3101	52118	115896
3102	52135	115881
3103	52154	115869
3104	52171	115853
3105	52187	115833
3106	52203	115816
3107	52219	115797
3108	52236	115781
3109	52253	115764
3110	52271	115749
3111	52285	115726
3112	52301	115709
3113	52320	115696
3114	52337	115680
3115	52359	115673
3116	52377	115661
3117	52396	115648
3118	52414	115634
3119	52431	115617
3120	52449	115602
3121	52466	115587
3122	52481	115566
3123	52496	115545
3124	52511	115526
3125	52529	115510
3126	52545	115492
3127	52572	115498
3128	52593	115491
3129	52610	115474
3130	52626	115455
3131	52644	115441
3132	52661	115425
3133	52676	115404
3134	52692	115386
3135	52710	115370
3136	52727	115354
3137	52744	115338
3138	52762	115324
3139	52782	115314
3140	52800	115300
3141	52818	115285
3142	52835	115268
3143	52851	115251
3144	52869	115237
3145	52886	115220
3146	52901	115200
3147	52916	115180
3148	52933	115163
3149	52949	115144
3150	52969	115133
3151	52986	115117
3152	53002	115098
3153	53017	115077
3154	53033	115058
3155	53049	115041
3156	53066	115024
3157	53081	115003
3158	53096	114983
3159	53112	114965
3160	53128	114947
3161	53143	114925
3162	53158	114905
3163	53178	114895
3164	53196	114881
3165	53213	114864
3166	53230	114847
3167	53246	114829
3168	53264	114815
3169	53282	114801
3170	53299	114785
3171	53316	114769
3172	53333	114752
3173	53351	114736
3174	53367	114719
3175	53387	114708
3176	53404	114692
3177	53420	114674
3178	53436	114654
3179	53452	114637
3180	53467	114616
3181	53484	114599
3182	53499	114579
3183	53515	114560
3184	53531	114541
3185	53546	114520
3186	53561	114501
3187	53579	114486
3188	53599	114476
3189	53616	114461
3190	53632	114442
3191	53648	114422
3192	53664	114404
3193	53680	114387
3194	53698	114371
3195	53714	114354
3196	53729	114333
3197	53744	114311
3198	53759	114292
3199	53775	114271
3200	53793	114258
3201	53813	114249
3202	53833	114238
3203	53847	114216
3204	53864	114198
3205	53883	114186
3206	53900	114171
3207	53918	114156
3208	53935	114139
3209	53951	114121
3210	53968	114104
3211	53983	114084
3212	53999	114067
3213	54019	114055
3214	54038	114044
3215	54055	114026
3216	54072	114011
3217	54087	113990
3218	54104	113973
3219	54121	113956
3220	54135	113935
3221	54150	113914
3222	54166	113896
