iter	RMSE
1665	3207.375481
1666	3207.236958
1667	3206.598215
1668	3206.459816
1669	3206.355033
1670	3206.179576
1671	3205.620584
1672	3205.534014
1673	3204.352222
1674	3203.967835
1675	3203.662121
1676	3203.405448
1677	3203.159354
1678	3202.878552
1679	3202.680567
1680	3202.496578
1681	3202.019988
1682	3201.743083
1683	3201.306829
1684	3200.765465
1685	3200.464812
1686	3199.932066
1687	3199.816067
1688	3199.650986
1689	3199.453199
1690	3199.053301
1691	3198.776363
1692	3198.638402
1693	3198.182642
1694	3197.429057
1695	3197.19662
1696	3196.833928
1697	3196.374529
1698	3196.211017
1699	3195.927332
1700	3195.695602
1701	3195.183079
1702	3194.99761
1703	3193.97036
1704	3193.793611
1705	3193.114726
1706	3192.480251
1707	3191.546305
1708	3191.3573
1709	3191.202981
1710	3191.051914
1711	3190.85378
1712	3190.718359
1713	3190.31158
1714	3189.945628
1715	3189.812307
1716	3189.101023
1717	3188.771273
1718	3188.428872
1719	3188.222349
1720	3188.066545
1721	3187.911789
1722	3187.574004
1723	3187.26123
1724	3187.112478
1725	3186.907846
1726	3186.786603
1727	3186.471752
1728	3186.378856
1729	3186.172634
1730	3185.940513
1731	3185.582377
1732	3185.355049
1733	3185.003341
1734	3184.917314
1735	3184.119006
1736	3183.954533
1737	3183.723719
1738	3183.515682
1739	3183.099021
1740	3182.790732
1741	3182.355907
1742	3181.957369
1743	3181.81926
1744	3181.656925
1745	3181.541154
1746	3181.385204
1747	3180.905074
1748	3180.665807
1749	3180.133666
1750	3179.493419
1751	3179.39057
1752	3179.259408
1753	3179.149373
1754	3178.875838
1755	3178.721785
1756	3178.558664
1757	3178.458721
1758	3178.139466
1759	3177.709061
1760	3177.42155
1761	3176.963786
1762	3176.828905
1763	3176.648809
1764	3176.468163
1765	3176.358868
1766	3176.268324
1767	3175.788254
1768	3175.700405
1769	3175.392306
1770	3175.05899
1771	3174.789909
1772	3174.628941
1773	3174.226828
1774	3174.058787
1775	3173.861411
1776	3173.595962
1777	3173.013144
1778	3172.858327
1779	3172.577899
1780	3172.17324
1781	3171.932986
1782	3171.597981
1783	3170.510033
1784	3170.377152
1785	3169.882874
1786	3169.415101
1787	3169.236508
1788	3168.913209
1789	3168.307955
1790	3168.149537
1791	3167.724258
1792	3167.537076
1793	3167.399466
1794	3167.299284
1795	3167.119588
1796	3166.7001
1797	3166.538111
1798	3166.33464
1799	3165.437662
1800	3164.991942
1801	3164.224286
1802	3164.038368
1803	3163.921311
1804	3163.520533
1805	3163.260288
1806	3163.105471
1807	3162.711428
1808	3162.385443
1809	3162.258293
1810	3161.668399
1811	3161.220186
1812	3161.015545
1813	3160.594435
1814	3160.144287
1815	3159.99272
1816	3159.626265
1817	3159.358148
1818	3159.033307
1819	3158.741699
1820	3158.089585
1821	3157.859388
1822	3157.463132
1823	3157.261007
1824	3157.045746
1825	3156.771228
1826	3156.309568
1827	3156.024749
1828	3155.812412
1829	3155.66595
1830	3155.577158
1831	3155.286196
1832	3155.201749
1833	3154.874579
1834	3154.728829
1835	3154.365693
1836	3153.996973
1837	3153.811784
1838	3153.481111
1839	3153.268527
1840	3152.552083
1841	3152.017096
1842	3151.764786
1843	3151.60184
1844	3151.218118
1845	3150.902359
1846	3150.649647
1847	3150.37907
1848	3150.270032
1849	3149.909824
1850	3149.71458
1851	3149.465138
1852	3149.236777
1853	3149.043846
1854	3148.897888
1855	3148.746149
1856	3148.515789
1857	3148.190804
1858	3147.935248
1859	3147.632228
1860	3147.287922
1861	3146.783914
1862	3146.497501
1863	3146.058219
1864	3145.864762
1865	3145.524197
1866	3145.27013
1867	3144.963296
1868	3144.661074
1869	3144.485602
1870	3144.302045
1871	3144.008354
1872	3143.783254
1873	3143.61646
1874	3143.452471
1875	3142.97974
1876	3142.801708
1877	3142.502749
1878	3142.17746
1879	3141.928814
1880	3141.689257
1881	3141.374817
1882	3141.097119
1883	3140.710674
1884	3140.441979
1885	3140.344065
1886	3140.210071
1887	3139.895604
1888	3139.209113
1889	3138.932655
1890	3138.646562
1891	3138.443898
1892	3138.147293
1893	3137.933896
1894	3137.707638
1895	3137.564692
1896	3137.24649
1897	3136.95898
1898	3136.600098
1899	3136.335259
1900	3136.214264
1901	3135.793175
1902	3135.29545
1903	3134.972835
1904	3134.72435
1905	3134.45993
1906	3134.304802
1907	3133.844828
1908	3133.705055
1909	3133.600388
1910	3133.244927
1911	3132.979769
1912	3132.655045
1913	3132.339389
1914	3132.00911
1915	3131.83069
1916	3131.498717
1917	3131.31396
1918	3131.075109
1919	3130.843471
1920	3130.665066
1921	3130.294919
1922	3129.914782
1923	3129.84411
1924	3129.455416
1925	3129.293044
1926	3129.135062
1927	3128.621672
1928	3128.049406
1929	3127.9299
1930	3127.581194
1931	3127.215547
1932	3127.066735
1933	3126.998979
1934	3126.470955
1935	3126.279218
1936	3125.99968
1937	3125.802327
1938	3125.636209
1939	3125.31538
1940	3125.220528
1941	3125.076401
1942	3124.337383
1943	3124.205482
1944	3123.845764
1945	3123.334788
1946	3122.919257
1947	3122.715736
1948	3122.299422
1949	3122.080537
1950	3121.841662
1951	3121.313842
1952	3120.426656
1953	3120.084176
1954	3119.904093
1955	3119.546818
1956	3119.178978
1957	3119.000723
1958	3118.776671
1959	3118.471504
1960	3118.129754
1961	3117.233286
1962	3117.134631
1963	3116.926889
1964	3116.825464
1965	3116.159479
1966	3115.9396
1967	3115.744779
1968	3115.355946
1969	3115.177833
1970	3114.737675
1971	3114.577774
1972	3114.428362
1973	3113.808696
1974	3113.566147
1975	3113.485179
1976	3113.079988
1977	3112.938064
1978	3112.813328
1979	3112.432517
1980	3111.693931
1981	3111.42336
1982	3111.194111
1983	3111.096961
1984	3110.961529
1985	3110.741638
1986	3110.395863
1987	3110.184632
1988	3109.863822
1989	3109.769478
1990	3109.651229
1991	3109.354323
1992	3109.264629
1993	3108.860879
1994	3108.697706
1995	3108.606876
1996	3108.47916
1997	3108.377467
1998	3108.0098
1999	3107.738324
2000	3107.457559
2001	3107.020127
2002	3106.849447
2003	3106.750076
2004	3106.04744
2005	3105.839009
2006	3105.725501
2007	3105.589702
2008	3105.393088
2009	3105.228753
2010	3104.991727
2011	3104.724316
2012	3104.496683
2013	3103.763398
2014	3103.421997
2015	3103.057166
2016	3102.453117
2017	3102.164743
2018	3102.014082
2019	3101.888725
2020	3101.700772
2021	3101.496025
2022	3101.238145
2023	3101.094135
2024	3100.53745
2025	3100.172666
2026	3099.58426
2027	3099.426779
2028	3099.092075
2029	3098.400203
2030	3098.150456
2031	3097.765522
2032	3097.504563
2033	3097.357976
2034	3097.214988
2035	3097.037705
2036	3096.484381
2037	3096.100773
2038	3095.959831
2039	3095.174599
2040	3094.716352
2041	3094.418276
2042	3094.22161
2043	3093.929828
2044	3093.696837
2045	3093.597485
2046	3093.10973
2047	3092.650634
2048	3092.525839
2049	3092.370412
2050	3092.105213
2051	3092.016351
2052	3091.395833
2053	3091.044505
2054	3090.485009
2055	3090.328737
2056	3090.224836
2057	3090.091011
2058	3090.016393
2059	3089.795583
2060	3089.372459
2061	3089.192246
2062	3089.098312
2063	3088.918175
2064	3088.886236
2065	3088.790966
2066	3088.706904
2067	3088.63693
2068	3088.455812
2069	3088.232062
2070	3088.026225
2071	3087.710847
2072	3087.394242
2073	3087.139471
2074	3086.980311
2075	3086.712237
2076	3086.379835
2077	3085.208156
2078	3085.114797
2079	3084.908146
2080	3084.702024
2081	3084.51416
2082	3084.219942
2083	3084.113982
2084	3083.659835
2085	3083.355192
2086	3083.0276
2087	3082.752862
2088	3082.645141
2089	3082.575607
2090	3082.37729
2091	3082.192007
2092	3081.644698
2093	3081.433783
2094	3081.325089
2095	3081.1518
2096	3080.999835
2097	3080.809892
2098	3080.703474
2099	3080.564173
2100	3080.106583
2101	3079.535284
2102	3079.169793
2103	3079.021418
2104	3078.691161
2105	3077.923368
2106	3077.336523
2107	3076.965994
2108	3076.857692
2109	3076.565881
2110	3076.445959
2111	3075.939914
2112	3075.297749
2113	3075.026572
2114	3074.857412
2115	3074.676634
2116	3074.318605
2117	3074.129546
2118	3073.876645
2119	3073.673052
2120	3073.513354
2121	3073.245535
2122	3073.0651
2123	3072.869408
2124	3072.511445
2125	3072.345099
2126	3072.229745
2127	3072.067902
2128	3071.778388
2129	3071.536372
2130	3071.324996
2131	3071.000935
2132	3070.613647
2133	3070.345561
2134	3070.148448
2135	3069.82485
2136	3069.523476
2137	3069.328693
2138	3069.193908
2139	3069.104994
2140	3068.954225
2141	3068.797824
2142	3068.6344
2143	3068.201599
2144	3068.12121
2145	3067.995776
2146	3067.65528
2147	3067.539813
2148	3067.396232
2149	3067.27317
2150	3067.127648
2151	3067.020704
2152	3066.641829
2153	3066.361893
2154	3066.125063
2155	3065.609332
2156	3065.387274
2157	3065.015385
2158	3064.74911
2159	3064.42644
2160	3064.263908
2161	3064.186579
2162	3063.920757
2163	3063.681073
2164	3063.534904
2165	3063.152371
2166	3062.699859
2167	3062.582457
2168	3062.447909
2169	3062.170449
2170	3061.853824
2171	3061.514959
2172	3061.332639
2173	3061.040824
2174	3060.973622
2175	3060.681696
2176	3060.567893
2177	3060.329103
2178	3060.294881
2179	3060.072959
2180	3059.890248
2181	3059.787255
2182	3059.534868
2183	3059.432319
2184	3059.145913
2185	3058.588097
2186	3058.376939
2187	3058.303045
2188	3057.978709
2189	3057.370935
2190	3057.087477
2191	3056.977478
2192	3056.62972
2193	3056.289041
2194	3056.203258
2195	3056.024563
2196	3055.862202
2197	3055.700024
2198	3055.394853
2199	3055.199841
2200	3054.815737
2201	3054.430061
2202	3054.057715
2203	3053.981772
2204	3053.700862
2205	3053.512721
2206	3053.013094
2207	3052.73127
2208	3052.512141
2209	3052.410906
2210	3052.250041
2211	3052.103081
2212	3051.971113
2213	3051.652331
2214	3051.500089
2215	3051.356677
2216	3051.032707
2217	3050.703522
2218	3050.382192
2219	3050.1702
2220	3050.099545
2221	3050.032403
2222	3049.674957
2223	3049.417744
2224	3049.114939
2225	3049.052874
2226	3048.829213
2227	3048.666954
2228	3048.545632
2229	3048.266716
2230	3048.043231
2231	3047.448269
2232	3047.378534
2233	3046.85097
2234	3046.576633
2235	3046.323166
2236	3045.956309
2237	3045.638209
2238	3045.48941
2239	3045.353267
2240	3045.005059
2241	3044.891987
2242	3044.594924
2243	3043.93589
2244	3043.777028
2245	3043.597328
2246	3043.319795
2247	3043.078081
2248	3042.979879
2249	3042.850962
2250	3042.379768
2251	3042.194273
2252	3042.099606
2253	3041.703961
2254	3041.380716
2255	3040.855344
2256	3040.575771
2257	3040.028358
2258	3039.742559
2259	3039.453559
2260	3039.242785
2261	3038.920363
2262	3038.823865
2263	3038.377364
2264	3038.230671
2265	3037.915516
2266	3037.707042
2267	3037.251281
2268	3036.856793
2269	3036.698607
2270	3036.580146
2271	3036.325076
2272	3036.264102
2273	3036.185217
2274	3035.956618
2275	3035.552786
2276	3035.286998
2277	3034.922607
2278	3034.492324
2279	3034.119377
2280	3033.461775
2281	3033.172051
2282	3032.747768
2283	3032.641268
2284	3032.208741
2285	3032.115418
2286	3031.92078
2287	3031.670837
2288	3031.40871
2289	3031.299596
2290	3030.936786
2291	3030.753761
2292	3030.340407
2293	3029.951633
2294	3029.67164
2295	3029.341594
2296	3029.126073
2297	3028.74343
2298	3028.613034
2299	3028.450152
2300	3028.138042
2301	3027.987902
2302	3027.778256
2303	3027.367931
2304	3026.628948
2305	3026.296605
2306	3025.997624
2307	3025.932844
2308	3025.683176
2309	3025.442722
2310	3025.296308
2311	3025.180225
2312	3024.663377
2313	3024.319721
2314	3024.160095
2315	3023.988422
2316	3023.928697
2317	3023.557635
2318	3023.41097
2319	3023.150127
2320	3022.761169
2321	3022.557485
2322	3022.329119
2323	3022.133322
2324	3022.041015
2325	3021.930714
2326	3021.682089
2327	3021.607041
2328	3021.49184
2329	3021.352743
2330	3021.153754
2331	3020.826352
2332	3020.597657
2333	3020.46348
2334	3019.753194
2335	3019.627314
2336	3019.442233
2337	3019.35372
2338	3019.067749
2339	3018.939268
2340	3018.499887
2341	3018.33545
2342	3018.221694
2343	3018.134629
2344	3018.000443
2345	3017.850606
2346	3017.438957
2347	3017.324578
2348	3017.18144
2349	3016.841601
2350	3016.760365
2351	3016.611889
2352	3016.381215
2353	3016.177034
2354	3016.013014
2355	3015.662093
2356	3015.52057
2357	3015.332448
2358	3015.245438
2359	3015.170051
2360	3015.061809
2361	3014.939888
2362	3014.678784
2363	3014.190779
2364	3014.041651
2365	3013.717906
2366	3013.450732
2367	3013.324554
2368	3013.18994
2369	3012.91401
2370	3012.724728
2371	3012.39717
2372	3012.190387
2373	3011.965851
2374	3011.894162
2375	3011.5793
2376	3011.431625
2377	3011.232664
2378	3010.955936
2379	3010.842463
2380	3010.576435
2381	3010.080961
2382	3009.820639
2383	3009.696702
2384	3009.586673
2385	3009.385261
2386	3009.141997
2387	3008.873964
2388	3008.771407
2389	3008.492725
2390	3008.312069
2391	3008.231245
2392	3007.888209
2393	3007.784555
2394	3007.628556
2395	3007.35173
2396	3007.260742
2397	3007.088934
2398	3006.407201
2399	3006.318131
2400	3006.159488
2401	3006.101415
2402	3005.982924
2403	3005.680156
2404	3005.352108
2405	3005.11885
2406	3004.842514
2407	3004.674863
2408	3004.560217
2409	3004.425457
2410	3004.386876
2411	3004.160645
2412	3003.971153
2413	3003.710035
2414	3003.536378
2415	3003.46057
2416	3003.102594
2417	3002.993323
2418	3002.85142
2419	3002.659352
2420	3002.498408
2421	3002.333247
2422	3002.1537
2423	3002.008236
2424	3001.858108
2425	3001.665222
2426	3001.531227
2427	3001.36494
2428	3001.239174
2429	3000.950026
2430	3000.867138
2431	3000.435809
2432	3000.187352
2433	3000.063462
2434	2999.76823
2435	2999.689575
2436	2999.524618
2437	2999.258519
2438	2999.103432
2439	2998.965248
2440	2998.875617
2441	2998.815447
2442	2998.303775
2443	2998.224742
2444	2998.063265
2445	2997.971833
2446	2997.841276
2447	2997.621638
2448	2997.407535
2449	2997.276711
2450	2997.187624
2451	2996.672603
2452	2996.354114
2453	2996.249407
2454	2995.866029
2455	2995.643011
2456	2995.479439
2457	2995.16624
2458	2994.880498
2459	2994.737798
2460	2994.624305
2461	2994.370506
2462	2994.220527
2463	2993.852535
2464	2993.781178
2465	2993.476683
2466	2993.334109
2467	2993.196024
2468	2993.098366
2469	2992.889548
2470	2992.671341
2471	2992.549785
2472	2992.209762
2473	2992.063531
2474	2991.89679
2475	2991.801775
2476	2991.657319
2477	2991.255664
2478	2991.043352
2479	2990.662362
2480	2990.383835
2481	2990.31867
2482	2989.972504
2483	2989.74988
2484	2989.593066
2485	2989.396395
2486	2989.268433
2487	2989.084822
2488	2989.03624
2489	2988.615421
2490	2988.472574
2491	2987.9897
2492	2987.717108
2493	2987.514174
2494	2987.347258
2495	2987.22654
2496	2987.034828
2497	2986.815009
2498	2986.578488
2499	2986.287458
2500	2986.064144
2501	2985.491885
2502	2985.313277
2503	2985.219729
2504	2985.122615
2505	2985.061291
2506	2984.881507
2507	2984.453369
2508	2984.37681
2509	2984.178416
2510	2983.958074
2511	2983.485106
2512	2983.138018
2513	2982.88313
2514	2982.612615
2515	2982.390202
2516	2982.100128
2517	2981.936646
2518	2981.556545
2519	2981.449754
2520	2981.094457
2521	2980.95848
2522	2980.794609
2523	2980.700413
2524	2980.505334
2525	2980.122971
2526	2979.79507
2527	2979.718979
2528	2979.454369
2529	2979.287377
2530	2979.116315
2531	2979.040454
2532	2978.951401
2533	2978.69523
2534	2978.630447
2535	2978.524477
2536	2978.434431
2537	2978.124305
2538	2978.011329
2539	2977.870647
2540	2977.652467
2541	2977.584242
2542	2977.365568
2543	2977.220569
2544	2977.066167
2545	2976.968462
2546	2976.520924
2547	2976.368103
2548	2976.068417
2549	2975.686344
2550	2975.350729
2551	2975.038326
2552	2974.79039
2553	2974.540713
2554	2974.421394
2555	2974.153794
2556	2973.962416
2557	2973.48985
2558	2973.178624
2559	2972.940293
2560	2972.614608
2561	2972.334969
2562	2972.15468
2563	2971.806872
2564	2971.690541
2565	2971.575622
2566	2971.498064
2567	2971.352949
2568	2971.25079
2569	2971.064016
2570	2970.934674
2571	2970.751458
2572	2970.536732
2573	2970.316413
2574	2970.11256
2575	2970.012885
2576	2969.933554
2577	2969.474612
2578	2969.389873
2579	2969.246679
2580	2969.105257
2581	2968.950675
2582	2968.730981
2583	2968.608073
2584	2968.285766
2585	2968.135753
2586	2967.945655
2587	2967.829336
2588	2967.646981
2589	2967.508269
2590	2967.193632
2591	2966.933596
2592	2966.449899
2593	2966.066308
2594	2965.973709
2595	2965.661572
2596	2965.47284
2597	2965.398862
2598	2965.308216
2599	2965.129995
2600	2964.969566
2601	2964.771574
2602	2964.485979
2603	2964.346417
2604	2964.188725
2605	2963.937669
2606	2963.769084
2607	2963.512738
2608	2962.64157
2609	2962.52618
2610	2962.355543
2611	2962.219825
2612	2961.98654
2613	2961.875961
2614	2961.597662
2615	2961.375668
2616	2961.230971
2617	2961.100438
2618	2961.024462
2619	2960.857404
2620	2960.64997
2621	2960.597943
2622	2960.140459
2623	2960.084039
2624	2959.996893
2625	2959.882627
2626	2959.437625
2627	2959.308867
2628	2958.85523
2629	2958.775181
2630	2958.711772
2631	2958.638315
2632	2958.585762
2633	2958.511406
2634	2958.194584
2635	2957.94152
2636	2957.865005
2637	2957.715159
2638	2957.301297
2639	2957.031236
2640	2956.702319
2641	2956.605615
2642	2956.462811
2643	2956.29436
2644	2956.152034
2645	2956.024207
2646	2955.752266
2647	2955.557623
2648	2955.410485
2649	2955.041808
2650	2954.964694
2651	2954.766102
2652	2954.618684
2653	2954.513337
2654	2954.303975
2655	2953.801659
2656	2953.729207
2657	2953.628153
2658	2953.413854
2659	2953.315053
2660	2952.900071
2661	2952.714743
2662	2952.497817
2663	2952.387563
2664	2952.340001
2665	2951.973881
2666	2951.819529
2667	2951.481851
2668	2951.169926
2669	2950.93756
2670	2950.634178
2671	2950.480783
2672	2950.308735
2673	2950.10315
2674	2950.043206
2675	2949.693171
2676	2949.533523
2677	2949.225015
2678	2949.12143
2679	2948.94645
2680	2948.702508
2681	2948.466359
2682	2948.338118
2683	2948.094319
2684	2947.889619
2685	2947.641905
2686	2947.545296
2687	2947.294563
2688	2947.091043
2689	2946.848271
2690	2946.773695
2691	2946.603724
2692	2946.395099
2693	2946.015067
2694	2945.835561
2695	2945.714942
2696	2945.571769
2697	2945.376384
2698	2945.047685
2699	2944.965286
2700	2944.698607
2701	2944.218047
2702	2944.102507
2703	2943.901327
2704	2943.808285
2705	2943.398871
2706	2943.22846
2707	2943.01874
2708	2942.559096
2709	2942.249331
2710	2942.073536
2711	2941.900637
2712	2941.645308
2713	2941.547399
2714	2941.386044
2715	2941.141157
2716	2941.014293
2717	2940.461286
2718	2940.319524
2719	2940.173715
2720	2939.718075
2721	2939.431446
2722	2939.175414
2723	2938.904957
2724	2938.577244
2725	2938.341213
2726	2938.069148
2727	2937.891904
2728	2937.773172
2729	2937.530894
2730	2937.40852
2731	2937.089796
2732	2936.636881
2733	2936.586094
2734	2936.507559
2735	2936.312846
2736	2936.035728
2737	2935.900402
2738	2935.329134
2739	2935.285877
2740	2935.181931
2741	2935.056902
2742	2934.933036
2743	2934.75386
2744	2934.423594
2745	2933.961755
2746	2933.803728
2747	2933.604537
2748	2933.463038
2749	2933.228176
2750	2933.036832
2751	2932.910308
2752	2932.696738
2753	2932.193546
2754	2932.047338
2755	2931.850452
2756	2931.566274
2757	2931.300086
2758	2931.192194
2759	2930.894509
2760	2930.773733
2761	2930.541524
2762	2930.394825
2763	2930.252577
2764	2930.146126
2765	2929.881997
2766	2929.522778
2767	2929.435705
2768	2929.34326
2769	2929.247305
2770	2929.085236
2771	2929.004563
2772	2928.855813
2773	2928.688475
2774	2928.387344
2775	2928.31699
2776	2928.180981
2777	2928.007325
2778	2927.814862
2779	2927.638033
2780	2927.433494
2781	2927.381568
2782	2927.05815
2783	2926.903591
2784	2926.559882
2785	2926.405226
2786	2926.285547
2787	2926.178335
2788	2925.79946
2789	2925.586752
2790	2925.247849
2791	2924.916101
2792	2924.695248
2793	2924.614754
2794	2924.330305
2795	2924.107063
2796	2923.827976
2797	2923.735183
2798	2923.45961
2799	2922.986876
2800	2922.751949
2801	2922.508289
2802	2922.337823
2803	2922.185362
2804	2921.822645
2805	2921.668751
2806	2921.451056
2807	2921.321219
2808	2921.185808
2809	2920.772589
2810	2920.632965
2811	2920.558005
2812	2920.459163
2813	2919.968407
2814	2919.920567
2815	2919.81247
2816	2919.718159
2817	2919.582723
2818	2919.425958
2819	2919.272247
2820	2918.703421
2821	2918.584888
2822	2918.404898
2823	2918.295404
2824	2918.127179
2825	2918.016376
2826	2917.868941
2827	2917.682931
2828	2917.522945
2829	2917.394152
2830	2917.055929
2831	2916.852357
2832	2916.694191
2833	2916.290928
2834	2916.127763
2835	2916.039593
2836	2915.958082
2837	2915.850573
2838	2915.757841
2839	2915.670666
2840	2915.508948
2841	2915.388165
2842	2915.309978
2843	2915.136898
2844	2914.9602
2845	2914.351134
2846	2914.113307
2847	2914.01691
2848	2913.893399
2849	2913.809635
2850	2913.340924
2851	2913.233918
2852	2913.119589
2853	2912.973437
2854	2912.766102
2855	2912.570037
2856	2912.188661
2857	2911.804377
2858	2911.701015
2859	2911.439055
2860	2911.407518
2861	2911.176169
2862	2911.04313
2863	2910.90844
2864	2910.775801
2865	2910.50698
2866	2910.238831
2867	2910.130865
2868	2910.024806
2869	2909.873979
2870	2909.644735
2871	2909.517293
2872	2908.829756
2873	2908.281819
2874	2908.13837
2875	2908.031177
2876	2907.42939
2877	2907.123454
2878	2907.098251
2879	2906.896654
2880	2906.850695
2881	2906.828942
2882	2906.583126
2883	2906.410098
2884	2906.066853
2885	2905.932783
2886	2905.742767
2887	2905.507453
2888	2905.344403
2889	2905.274621
2890	2905.057248
2891	2904.95224
2892	2904.667584
2893	2904.445564
2894	2904.155152
2895	2904.083324
2896	2903.993799
2897	2903.541084
2898	2903.466602
2899	2903.380221
2900	2903.187794
2901	2903.049442
2902	2902.97118
2903	2902.900803
2904	2902.825965
2905	2902.756969
2906	2902.607813
2907	2902.477943
2908	2902.327776
2909	2902.22102
2910	2902.105172
2911	2901.909294
2912	2901.675169
2913	2901.388499
2914	2901.220187
2915	2900.828644
2916	2900.612193
2917	2900.567604
2918	2900.363027
2919	2899.847684
2920	2899.680998
2921	2899.323021
2922	2898.98087
2923	2898.829062
2924	2898.617399
2925	2898.55465
2926	2898.46471
2927	2898.361986
2928	2898.318438
2929	2898.246279
2930	2897.959034
2931	2897.851156
2932	2897.754592
2933	2897.670807
2934	2897.460592
2935	2897.244746
2936	2897.113757
2937	2896.955191
2938	2896.774822
2939	2896.642136
2940	2896.549665
2941	2896.366285
2942	2896.158218
2943	2896.066849
2944	2895.836797
2945	2895.557525
2946	2895.437816
2947	2895.090259
2948	2894.830021
2949	2894.709038
2950	2894.553333
2951	2894.378853
2952	2894.21032
2953	2894.132463
2954	2893.885633
2955	2893.55654
2956	2893.435299
2957	2893.139452
2958	2892.955993
2959	2892.687977
2960	2892.638384
2961	2892.548922
2962	2892.381961
2963	2892.132074
2964	2891.895578
2965	2891.859884
2966	2891.733337
2967	2891.635039
2968	2891.466278
2969	2891.391044
2970	2891.250017
2971	2891.180492
2972	2891.073634
2973	2890.973826
2974	2890.870447
2975	2890.602288
2976	2890.482243
2977	2890.441914
2978	2890.279435
2979	2890.163684
2980	2890.092897
2981	2889.927383
2982	2889.734732
2983	2889.490746
2984	2889.403721
2985	2889.147832
2986	2889.008396
2987	2888.816153
2988	2888.760383
2989	2888.57254
2990	2888.296062
2991	2888.231268
2992	2888.151248
2993	2888.036598
2994	2887.906708
2995	2887.739238
2996	2887.612312
2997	2887.441848
2998	2887.350736
2999	2887.259224
3000	2887.145075
3001	2887.018108
3002	2886.861192
3003	2886.614429
3004	2886.433053
3005	2886.372726
3006	2886.279262
3007	2886.208573
3008	2886.080786
3009	2885.821586
3010	2885.302444
3011	2885.189209
3012	2884.847662
3013	2884.735722
3014	2884.595995
3015	2884.429133
3016	2884.300596
3017	2884.160046
3018	2883.994592
3019	2883.497301
3020	2883.351589
3021	2883.129765
3022	2883.05256
3023	2882.896048
3024	2882.783159
3025	2882.598019
3026	2882.469027
3027	2882.329308
3028	2881.87458
3029	2881.653684
3030	2881.52559
3031	2881.288951
3032	2881.228738
3033	2881.123856
3034	2881.060864
3035	2881.011717
3036	2880.760062
3037	2880.40072
3038	2880.111869
3039	2880.046839
3040	2879.911148
3041	2879.629254
3042	2879.560656
3043	2879.176242
3044	2879.093873
3045	2879.061328
3046	2878.886749
3047	2878.760898
3048	2878.401493
3049	2878.242106
3050	2878.032298
3051	2877.932193
3052	2877.498123
3053	2877.294467
3054	2877.18773
3055	2876.958975
3056	2876.914931
3057	2876.758176
3058	2876.577457
3059	2876.489466
3060	2876.381693
3061	2876.268368
3062	2876.089591
3063	2875.691702
3064	2875.157594
3065	2875.101614
3066	2875.035784
3067	2874.679553
3068	2874.36485
3069	2874.20851
3070	2874.077439
3071	2873.811134
3072	2873.732871
3073	2873.564476
3074	2872.916785
3075	2872.848081
3076	2872.442957
3077	2872.244857
3078	2872.049661
3079	2871.977541
3080	2871.94543
3081	2871.905477
3082	2871.744569
3083	2871.640097
3084	2871.558321
3085	2871.454126
3086	2871.138739
3087	2870.939992
3088	2870.599259
3089	2870.503683
3090	2870.377224
3091	2870.138849
3092	2870.004276
3093	2869.724606
3094	2869.205271
3095	2869.165671
3096	2868.733747
3097	2868.552059
3098	2868.440961
3099	2868.211339
3100	2867.793922
3101	2867.713237
3102	2867.573467
3103	2867.478996
3104	2867.243472
3105	2867.093048
3106	2866.838799
3107	2866.742889
3108	2866.53123
3109	2866.445666
3110	2866.383609
3111	2866.149619
3112	2865.960294
3113	2865.65641
3114	2865.325447
3115	2864.990808
3116	2864.895608
3117	2864.468625
3118	2864.300785
3119	2864.193723
3120	2864.141203
3121	2863.849086
3122	2863.769862
3123	2863.473805
3124	2863.252548
3125	2862.98428
3126	2862.882394
3127	2862.73651
3128	2862.525805
3129	2862.450729
3130	2862.180267
3131	2861.93183
3132	2861.629372
3133	2861.391475
3134	2861.266832
3135	2861.130081
3136	2861.044056
3137	2860.934906
3138	2860.847252
3139	2860.632541
3140	2860.514386
3141	2860.403368
3142	2860.200119
3143	2860.117052
3144	2859.999122
3145	2859.775128
3146	2859.599585
3147	2859.489906
3148	2859.362998
3149	2859.271209
3150	2859.1877
3151	2859.066265
3152	2858.846969
3153	2858.777955
3154	2858.240225
3155	2857.700921
3156	2857.625768
3157	2857.496167
3158	2857.355065
3159	2857.292969
3160	2857.21491
3161	2856.939677
3162	2856.72722
3163	2856.470808
3164	2856.298594
3165	2856.223733
3166	2856.076855
3167	2855.988357
3168	2855.818655
3169	2855.722662
3170	2855.631648
3171	2855.412809
3172	2855.301297
3173	2855.144067
3174	2854.93189
3175	2854.553506
3176	2854.407653
3177	2854.201696
3178	2854.025558
3179	2853.842108
3180	2853.626637
3181	2853.511317
3182	2853.434292
3183	2853.338907
3184	2853.112747
3185	2852.870136
3186	2852.599459
3187	2852.499069
3188	2852.406266
3189	2852.211237
3190	2852.086359
3191	2852.0059
3192	2851.628611
3193	2851.453626
3194	2851.376045
3195	2851.215816
3196	2851.125141
3197	2851.054748
3198	2850.818431
3199	2850.785453
3200	2850.626796
3201	2850.504365
3202	2850.207085
3203	2850.177283
3204	2850.059079
3205	2849.989587
3206	2849.754496
3207	2849.679422
3208	2849.432291
3209	2849.287035
3210	2849.074465
3211	2848.850071
3212	2848.746135
3213	2848.528235
3214	2848.419931
3215	2848.217073
3216	2848.032245
3217	2847.880932
3218	2847.690064
